song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Intro/Chamber The Cartridge,Rise Against,0.234,0.994,8,-4.037,1,0.381,0.00034,0.000121,0.673,0.194,164.397,214907,4
Blank Eye Stare,Martriden,,,,,,,,,,,,,
U North,James Newton Howard,0.158,0.135,11,-32.174,0,0.0746,0.752,0.929,0.101,0.0216,180.067,109067,4
Loose Talk,Carl Smith,0.743,0.455,2,-10.84,1,0.0369,0.727,0,0.26,0.964,113.381,152587,4
Laula kanssain,Fredi,,,,,,,,,,,,,
Main Title / The Searchers,Max Steiner,,,,,,,,,,,,,
Judgement Day,Dokken,,,,,,,,,,,,,
Hold On Baby,Janet Jackson,0,0.687,9,-35.078,0,0,0.0501,0.954,0.501,0,0,10310,0
Give It To 'Em,Chops,,,,,,,,,,,,,
We're Skrewed (Otto Von Schirach My Supernatural Motorcycle Gang Will Knife U Open Piss & Shit All Over Your Organic Starbucks =iPhone Bank Account Lifeless Lifestyle Remix),All Leather,,,,,,,,,,,,,
Valerie (LP Version),Bad Company,,,,,,,,,,,,,
I Cried All The Way To The Altar,Patsy Cline,0.484,0.23,7,-8.025,1,0.029,0.621,0,0.0691,0.5,92.665,148400,4
Living The Dream,D:Fuse,0.752,0.751,4,-9.789,1,0.0408,0.000226,0.161,0.143,0.293,132.02,503933,4
Everything Your Heart Desires,Daryl Hall & John Oates,0.706,0.861,10,-5.774,1,0.0411,0.157,1.29e-06,0.256,0.887,99.992,300467,4
Wei Liang,Sandy Lam,,,,,,,,,,,,,
Moses,Patty Griffin,0.52,0.362,4,-6.521,1,0.0293,0.876,0,0.104,0.321,96.093,208200,4
Infernal Calling,Satan's Host,0.161,0.933,7,-4.308,1,0.0989,0.000777,0,0.332,0.137,130.513,412053,4
Taste It,Busta Rhymes,0.788,0.786,1,-8.241,1,0.301,0.0822,0,0.274,0.711,98.13,226333,4
Einfach,Rhinostar,0.429,0.893,3,-4.647,1,0.0374,0.000571,0.15,0.255,0.332,179.989,207587,4
You've Lost That Lovin' Feelin',Fontella Bass,,,,,,,,,,,,,
Emit Remmus (Album Version),Red Hot Chili Peppers,,,,,,,,,,,,,
Towards Eternity,Old Man's Child,0.24,0.909,7,-7.316,0,0.0557,8.36e-06,0.612,0.102,0.127,95.041,317960,4
Lentävä kalakukko,Esa Pakarinen,,,,,,,,,,,,,
Got The Bull By The Horns,Johnny Horton,0.724,0.575,9,-13.687,1,0.0415,0.529,0,0.123,0.957,83.0,112027,4
Words With Fat Joe,Fat Joe,0.75,0.292,1,-13.52,1,0.949,0.616,0,0.262,0.699,93.794,37640,3
Some Lie For Love,L.A. Guns,0.6,0.871,2,-9.605,1,0.0439,0.0386,0.000311,0.0505,0.439,133.597,215773,4
Pei Chen Pin,Jerry Yan,,,,,,,,,,,,,
Don't Worry Now (Performance Track In Key Of Db Without Background Vocals),Britt Nicole,,,,,,,,,,,,,
Lifewalk,Demonbreed,0.199,0.904,1,-5.018,1,0.0625,4.88e-05,0.119,0.256,0.331,82.714,308907,4
Si Juras Regresar,Enrique Iglesias,0.513,0.408,9,-9.183,1,0.0325,0.256,0.000167,0.0935,0.144,141.405,264000,4
No Meat Blues,Champion Jack Dupree With TS McPhee,,,,,,,,,,,,,
Vaisakhi Wala Mela,XLNC,0.644,0.804,2,-15.17,1,0.0667,0.0873,0.000144,0.224,0.903,93.925,241373,4
Watermelon Man (What A Mellow Goy),Artie Fishel & The Promised Band,,,,,,,,,,,,,
Guarda Che Luna,Bob Azzam,,,,,,,,,,,,,
Nivel De Mafia,Jesus Otero - Luny Tunes,,,,,,,,,,,,,
Jack and Benton,Sean Callery,,,,,,,,,,,,,
Safe Sex,Erick Sermon,0.74,0.515,1,-9.824,1,0.265,0.0008,0,0.633,0.732,98.747,223422,4
London Bridge,Fergie,0.77,0.609,1,-5.894,1,0.345,0.214,0,0.166,0.631,90.952,241307,4
A Part Of Me,40 Grit,0.477,0.727,9,-9.038,0,0.0284,0.469,0.435,0.114,0.473,148.337,250868,4
Space Station Liberty,Scott Glasgow,0.143,0.534,6,-13.601,1,0.0827,0.57,0.906,0.148,0.0579,78.464,222760,4
Strange Days ( LP Version ),The Doors,,,,,,,,,,,,,
Hechizo,Gran Coquivacoa,0.646,0.717,9,-9.431,1,0.0694,0.296,0,0.095,0.963,138.358,188900,3
Le chanteur malheureux,Claude François,0.349,0.59,6,-7.202,0,0.0311,0.651,3.05e-06,0.18,0.513,135.021,204107,4
Packing Up,Dorothy Norwood,0.515,0.93,7,-6.163,1,0.127,0.498,0,0.354,0.658,198.025,339160,4
No me imagino,Fran Perea,0.609,0.912,4,-4.468,1,0.0405,0.0109,0.000225,0.137,0.827,89.993,194213,4
Walkin' In,Tracy Byrd,0.612,0.843,11,-8.273,1,0.0465,0.402,0,0.199,0.801,84.461,179893,4
It Ain't The Meat It's The Motion (LP Version),Maria Muldaur,,,,,,,,,,,,,
Iki Tas Corba,Mustafa Sandal,,,,,,,,,,,,,
Cry On (Acoustic Demo),Bob Marley & The Wailers,,,,,,,,,,,,,
Let It Be,The Cate Brothers,,,,,,,,,,,,,
Acapulco Sunrise,Santana,0.387,0.799,5,-8.743,1,0.0459,0.0358,0.741,0.123,0.875,140.431,155773,4
Mirror (Album),Cinder,,,,,,,,,,,,,
Guayabera,Johannes Linstead,0.955,0.885,0,-6.919,0,0.0705,0.608,0.707,0.0522,0.715,114.999,294747,4
Bruk Out and Wine,Elephant Man,0.686,0.687,10,-7.773,1,0.538,0.0709,0,0.383,0.893,126.018,155987,5
Viens Danser Jeannette,Jean Segurel,,,,,,,,,,,,,
Must Have Been The Devil,Otis Spann,0.573,0.244,2,-17.935,1,0.0344,0.993,0.824,0.103,0.451,149.333,173600,4
Donde,Fania All Stars,0.646,0.814,8,-8.48,1,0.0374,0.333,0.366,0.0907,0.785,76.414,214173,4
Let The Church Rise,Carman featuring Commissioned & The Christ Church Choir,,,,,,,,,,,,,
El Momento,Jaguares,0.528,0.563,9,-10.355,0,0.0313,0.277,0.107,0.12,0.356,119.055,302827,4
My Saviour Is Lord,Oak Ridge Boys,,,,,,,,,,,,,
Country Day,The Tragically Hip,0.468,0.841,9,-5.524,1,0.0379,0.000432,0.00106,0.133,0.308,123.074,319213,4
I Go To Work,Kool Moe Dee,0.847,0.828,6,-12.497,1,0.0795,0.137,1.53e-06,0.101,0.451,125.764,282093,4
Cantares,Raphael,0.334,0.906,8,-5.969,1,0.323,0.699,0,0.982,0.648,116.948,242240,4
Sa La Re Wo Di Luo Mi Qu Yu Zhu Li Ye,Sammi Cheng,,,,,,,,,,,,,
Nema Dana Ni Meseca,Reni,0.776,0.95,5,-2.21,0,0.0399,0.314,0,0.119,0.922,130.086,194227,4
Is It You?,Lee Ritenour,0.648,0.408,7,-9.882,0,0.0338,0.531,0.00127,0.796,0.536,82.297,274760,4
Bottle It Up And Go,Big John Greer,,,,,,,,,,,,,
Two Wheels In the Ditch,Undertakin' Daddies,,,,,,,,,,,,,
I'm Wanderin',Jackie Wilson,,,,,,,,,,,,,
Contact 00,Plump DJs,,,,,,,,,,,,,
Oso Ego Kanenas,Konstantinos Galanos,0.436,0.729,1,-4.175,1,0.0423,0.146,0,0.0696,0.396,136.395,293867,4
La Mémoire Des Jours,Raphaël,,,,,,,,,,,,,
Intro,Papoose,0.78,0.322,1,-8.113,0,0.607,0.466,0,0.351,0.734,118.854,68093,5
Rette Mich Später (Michael Ilbert Radio Mix),2raumwohnung,,,,,,,,,,,,,
Did You Ever Go Steady,THE CHIFFONS,,,,,,,,,,,,,
Monsters In Tinsel Town,Astrovamps,,,,,,,,,,,,,
Atomic Beat Boy (Album Version),Helen Love,,,,,,,,,,,,,
Dime Si Me Quieres,Andy & Lucas,0.675,0.927,2,-4.374,1,0.127,0.144,0,0.0614,0.658,97.565,213533,4
Amen (Album Version),Jimmy Durante,,,,,,,,,,,,,
Summer Shudder,AFI,0.467,0.935,10,-4.125,0,0.107,0.000578,4.06e-05,0.557,0.382,85.004,186973,4
Over Again (Album Version),Cavo,,,,,,,,,,,,,
Slow Murder,Bill Laswell,0.306,0.597,11,-12.501,0,0.0409,2.94e-05,0.609,0.209,0.361,167.806,241507,4
The World'll Be OK,Teenage Fanclub,0.65,0.684,7,-8.536,1,0.0299,0.00878,0.245,0.108,0.839,119.775,267845,4
Daughters & Sons,The Highwaymen,0.361,0.413,7,-10.88,1,0.0398,0.742,0,0.711,0.636,154.172,260853,4
Escape ( LP Version),Prince,,,,,,,,,,,,,
Let It Shine,Santana,0.683,0.61,2,-12.764,1,0.0513,0.108,0.000642,0.64,0.89,107.498,342333,4
Never Fall,Bruisers,,,,,,,,,,,,,
Todos mentimos,Diego Verdaguer,,,,,,,,,,,,,
Suk The Blood,Lil Mz. 313 featuring DJ Rashad,,,,,,,,,,,,,
Crushed Pears,The Balustrade Ensemble,0.287,0.163,2,-25.369,1,0.0463,0.289,0.8,0.0906,0.141,139.814,226879,4
En Un Pueblito Español,Joselito,0.32,0.257,7,-7.704,1,0.0294,0.83,0.000126,0.14,0.505,95.307,195813,4
Ver de Feliz,BT,,,,,,,,,,,,,
Undertow,Agnostic Front,0.319,0.775,11,-11.601,1,0.0591,0.000252,0.239,0.187,0.169,107.264,217120,4
I Want What I Want,Weirdos_ The,,,,,,,,,,,,,
Bach Suite No. 1 In G Major (Gigue),John Williams,,,,,,,,,,,,,
The Rock,Abijah,0.596,0.661,8,-9.54,1,0.103,0.396,1.19e-05,0.792,0.738,118.678,283680,4
That's A Woman,Mark Wills,0.407,0.299,4,-8.793,1,0.0292,0.416,2.85e-06,0.12,0.215,134.449,163507,4
Back From The Garden (Live),S.U.P,,,,,,,,,,,,,
Jump N Shout Featuring Slarta John (Radio Edit),Basement Jaxx,,,,,,,,,,,,,
Try,Tree,0.393,0.976,9,-8.593,0,0.19,0.00022,3.09e-05,0.123,0.476,127.542,172920,4
Still Hurtin',George Jones,0.511,0.522,9,-6.729,1,0.0375,0.852,0,0.0601,0.927,158.612,124643,3
Why??? featuring TECH N9NE & Twista,Prozak,,,,,,,,,,,,,
Get By (Disconnection Notice Bonus Track),Goldfinger,,,,,,,,,,,,,
The Space Between,DAVE MATTHEWS BAND,,,,,,,,,,,,,
She's Taken A Shine,John Berry,0.674,0.65,10,-9.668,1,0.0299,0.187,0,0.0701,0.687,118.083,221533,4
Poison Lips,Lord Sterling,0.202,0.894,6,-6.821,0,0.087,0.000111,0.0551,0.131,0.428,142.447,315160,4
Why,Fiona,0.648,0.506,10,-8.612,1,0.112,0.285,0,0.0803,0.665,78.963,215067,4
I Need To Talk To Hank Hank,Forensics,,,,,,,,,,,,,
Robot Kid,Anat Ben David,,,,,,,,,,,,,
Helium,Cargo Cult,0.641,0.729,8,-7.843,1,0.0338,0.122,0.446,0.0784,0.734,143.987,242080,4
Mikawa Miya,Novika,,,,,,,,,,,,,
Soldats Ne Tirez Pas,Gerard Lenorman,,,,,,,,,,,,,
Almendra,Arturo Sandoval,,,,,,,,,,,,,
Walk With You,Cama,0.857,0.691,4,-4.323,1,0.0324,0.165,0.000177,0.0936,0.964,93.048,184533,4
Around And Around,The Rolling Stones,0.317,0.607,2,-11.862,1,0.0647,0.456,5.36e-05,0.288,0.747,185.991,183147,4
Sparnuotoji Doze. Laukimas,Svartthron,,,,,,,,,,,,,
Plexis,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,,,,,,,,,,,,,
Below The Stars,The Field Mice,0.425,0.344,7,-10.356,1,0.0315,0.0605,0.902,0.115,0.285,140.126,332893,4
All They Want,Singing Melody,0.72,0.6,6,-6.282,0,0.275,0.105,0,0.0721,0.798,166.666,221453,4
Dab_dab_doo-Party In The Jungle,Taboo,,,,,,,,,,,,,
NY Timbuctu,The Rongetz Foundation,0.396,0.757,8,-8.084,1,0.0419,0.343,0.661,0.0724,0.729,136.794,456640,4
Sing Your Freedom,White Heart,,,,,,,,,,,,,
Loko,Kassav',0.656,0.816,8,-6.309,1,0.12,0.0798,5.35e-05,0.208,0.694,195.962,333200,4
Papito Charme,Koffi Olomidé,,,,,,,,,,,,,
Dance_ Dance,Fall Out Boy,,,,,,,,,,,,,
A Fool's Advice,Joe Grushecky,0.539,0.676,11,-7.149,0,0.0558,0.3,0.00748,0.298,0.594,188.001,287533,4
Tanzen,Spitfire,0.84,0.949,10,-3.768,1,0.0529,0.0616,0.0658,0.164,0.903,154.931,199920,4
One Fine Day,THE CHIFFONS,,,,,,,,,,,,,
Tell Jesus [To Come To My House],Livingston Taylor,,,,,,,,,,,,,
Manteca,Poncho Sanchez,0.548,0.625,5,-15.924,0,0.0682,0.58,0.5,0.0962,0.889,109.543,350307,4
He's Alright (Album Version),Fortitude,,,,,,,,,,,,,
Wet The Club,Onyx,0.799,0.842,1,-5.271,0,0.382,0.0735,0,0.119,0.787,82.529,254507,4
Prolog auf Erden,Equilibrium,0.12,0.872,0,-3.558,1,0.0493,0.000164,0.928,0.0982,0.123,94.203,219040,3
In A Distant Place (World),R. Carlos Nakai,,,,,,,,,,,,,
Por Arriesgarnos,Jennifer Lopez,0.377,0.481,4,-9.676,1,0.0507,0.663,0,0.0965,0.197,150.514,211800,4
Zero,Papa Wemba,0.653,0.642,1,-13.638,1,0.0303,0.129,0,0.188,0.969,147.038,201933,3
Unbreakable,Ms. Dynamite,,,,,,,,,,,,,
Run The Show featuring Don Omar [en Espanol],Kat DeLuna,,,,,,,,,,,,,
Spritlåten,Ronny Eriksson,0.665,0.449,5,-10.527,1,0.198,0.903,3.05e-05,0.316,0.94,118.705,160613,4
Who Was I Kidding,Martha Wainwright,,,,,,,,,,,,,
Strikes-3,Atom,0.696,0.721,6,-9.859,0,0.056,0.0268,0.931,0.0999,0.398,126.978,441680,4
Rocks Off,The Rolling Stones,0.485,0.943,4,-4.423,1,0.0416,0.0639,0.179,0.144,0.889,141.982,271933,4
Skyline,Sean Quinn,,,,,,,,,,,,,
I've Been Lonely (For So Long),Frederick Knight,,,,,,,,,,,,,
Leader (Album Version),Phantom Planet,,,,,,,,,,,,,
Brendan McGlinchey's Reel (Splendid Isolation) / Sweeney's Buttermilk (medley),Kevin Burke,0.601,0.161,9,-14.839,1,0.0656,0.982,3.54e-05,0.0904,0.966,106.715,149387,4
Don't Make Me Wait For Love,Kenny G,,,,,,,,,,,,,
Stop Whispering (US Version),Radiohead,,,,,,,,,,,,,
Color of Seasons,Très,,,,,,,,,,,,,
Death Or Jail,Sick Of It All,0.268,0.997,10,-2.274,1,0.156,2.6e-05,0.0997,0.0772,0.131,112.602,171200,4
Judy's Jaunt,Oscar Pettiford,,,,,,,,,,,,,
Missing,Nicola Fasano feat. Paula B.,,,,,,,,,,,,,
The Best Of Radio Roy 1 (Best of 2009),Mario Rosenstock,,,,,,,,,,,,,
Cornerstone,Shirley Caesar,,,,,,,,,,,,,
The Name Is...,Fuel,0.481,0.97,2,-7.319,1,0.0545,0.00442,1.81e-06,0.0966,0.478,99.226,152827,4
C'est La Vie,Marc Lavoine,,,,,,,,,,,,,
Gnosis,Paul Avgerinos,0.147,0.216,9,-21.884,1,0.0366,0.852,0.977,0.117,0.0935,138.744,423600,4
You Can't Hurry Love  (LP Version),Phil Collins,,,,,,,,,,,,,
Wildcat Days (1999 Digital Remaster),Bryan Ferry,,,,,,,,,,,,,
I'll Meet You In The Morning,Barbara Fairchild,,,,,,,,,,,,,
Donizetti: Roberto Devereux: Ah! Ritorna qual ti spero....,Gaetano Donizetti,0.51,0.177,7,-16.481,1,0.0796,0.974,2.83e-05,0.792,0.43,125.302,164360,4
Warning,Incubus,0.504,0.522,4,-8.297,1,0.0259,0.00143,0.000236,0.0958,0.222,81.047,278733,4
Shelter Your Needs,Juliette & The Licks,0.38,0.953,7,-3.542,1,0.233,0.000108,0,0.477,0.524,156.813,238000,4
Baile Da Pesada,Bangalafumenga,,,,,,,,,,,,,
Tulip,Angels,,,,,,,,,,,,,
Lonely No More,Humble Pie,0.461,0.894,10,-7.635,1,0.089,0.0473,0,0.145,0.751,119.787,191719,4
Limelighters (feat. Camp Lo) / Flunkadelic Interlude,Aesop Rock,,,,,,,,,,,,,
Prelude No. 2 (2000 Digital Remaster),Angel Romero,,,,,,,,,,,,,
Last Good Time In Town,Eagles,,,,,,,,,,,,,
Remember Me Lover (Album Version),Porcupine Tree,,,,,,,,,,,,,
Little Miss Teasin' Brown,Jimmy Nelson,,,,,,,,,,,,,
Hunting,Deep Forest,,,,,,,,,,,,,
Não Adianta,Zeca Baleiro,0.568,0.345,2,-14.449,1,0.3,0.873,0,0.729,0.391,125.03,244467,4
Last Goodbye,The Gufs,0.245,0.857,4,-4.691,0,0.0537,0.00916,4.63e-05,0.277,0.48,170.336,215467,4
Le Diable,Alexis HK,,,,,,,,,,,,,
Jap,Sao Paris,0.349,0.482,7,-12.047,1,0.061,0.526,0.627,0.0947,0.108,129.762,279387,4
Transes-Dimanche,Jacques Dutronc,,,,,,,,,,,,,
Slum Goddess (Originally Performed by The Fugs),The Meatmen,,,,,,,,,,,,,
8:00,Intars Busulis,0.792,0.926,0,-2.806,1,0.0776,0.106,0,0.349,0.827,139.955,208160,4
Antidote For The Underdog,Less Than Jake,,,,,,,,,,,,,
Swing Vagabond,Quadro Nuevo,0.723,0.381,8,-10.158,1,0.0786,0.926,0.925,0.132,0.758,104.892,272867,4
No Answer (Outro),Lollipop Lust Kill,0.284,0.454,1,-15.335,0,0.124,0.987,0.399,0.486,0.0354,119.944,213533,4
Not Today,Hotwire,0.377,0.982,9,-4.427,1,0.245,4.51e-05,0.00356,0.111,0.309,142.147,200333,4
Next Year,Foo Fighters,0.415,0.865,7,-2.789,1,0.0379,0.00551,0.103,0.274,0.465,176.864,276213,4
Joyride,Pinch,0.544,0.912,6,-10.071,0,0.0449,0.0132,0.944,0.274,0.567,140.011,315840,4
Our Love Is A Living Thing,Ed Ames,,,,,,,,,,,,,
Boca Do Balao / Preta Pretinha / Juazeiro,Moraes Moreira,,,,,,,,,,,,,
Zai Ai Shang Ni,Jacky Cheung,,,,,,,,,,,,,
Happens All The Time,The Real Kids,0.491,0.87,0,-6.516,1,0.0596,0.00255,0.000208,0.343,0.961,175.579,192160,4
Ex's And Oh's (Instrumental Version),Atreyu,,,,,,,,,,,,,
Don't Stop The Music (Streetlight Album Version),DeGarmo & Key,,,,,,,,,,,,,
Chaco (Album Version),Grant Geissman,,,,,,,,,,,,,
I Need Love,Usher,0.434,0.487,5,-15.529,1,0.0941,0.0538,0.0159,0.112,0.358,177.3,32427,3
Just An Illusion,Dave Weckl,0.609,0.821,0,-12.111,1,0.0347,0.113,0.28,0.0912,0.93,93.487,309160,4
Away in a Manger,Loretta Lynn,,,,,,,,,,,,,
The Painter,Rance Allen Group,,,,,,,,,,,,,
Memory,Uphill Battle,0.262,0.949,8,-6.223,1,0.0633,3.47e-05,0.502,0.0795,0.525,138.319,210373,4
Työnnä kännykkä hanuriin,Jope Ruonansuu,0.627,0.929,9,-4.019,0,0.187,0.0736,0,0.151,0.655,134.014,175453,4
Digitaria,Bill Laswell,0.528,0.846,2,-16.393,1,0.0805,0.0217,0.911,0.0774,0.5,172.937,381800,4
Sensations,Bravehearts,,,,,,,,,,,,,
It's Gonna Be Okay (Original Mix),Robin Fox,,,,,,,,,,,,,
Give Me That Touch (The Touch Up Mix),Deborahe Glasgow,,,,,,,,,,,,,
Como Caramelo De Limón,2 Minutos,,,,,,,,,,,,,
The Burning Season (Live),Primordial,,,,,,,,,,,,,
Let's Seize The Time,Jimmy Cliff,,,,,,,,,,,,,
Did You Get My Message?  (Live From Shubas),Jason Mraz,,,,,,,,,,,,,
Maria Morena,Jyve V,0.794,0.951,9,-6.911,0,0.0303,0.00102,6.92e-06,0.225,0.975,132.128,191867,4
Om,Jane Winther,0.148,0.00693,3,-22.411,1,0.0468,0.953,0.67,0.11,0.0323,70.786,345067,3
Down On Me,Janis Joplin,,,,,,,,,,,,,
Do You Know? (The Ping Pong Song),Enrique Iglesias,0.755,0.763,8,-4.328,1,0.0501,0.0513,0,0.0326,0.696,114.992,218053,4
Rainbow Eyes,Rainbow,0.209,0.134,5,-19.845,0,0.035,0.97,0.172,0.181,0.17,69.876,446800,4
Should've Said No,Taylor Swift,,,,,,,,,,,,,
Boy! What Love Has to Me!,Nancy Walker,,,,,,,,,,,,,
Phorever People,Shamen,,,,,,,,,,,,,
Hart(z) IV,Eko Fresh,0.423,0.907,2,-1.846,1,0.403,0.0468,1.16e-06,0.0392,0.205,174.297,238133,4
Still feel pain,Wilks,,,,,,,,,,,,,
Helena 2 (Album Version),Misfits,,,,,,,,,,,,,
We're New Yorkers Now!,Marc Shaiman,,,,,,,,,,,,,
Help Youngblood Get To the Freaky Party,Teena Marie,,,,,,,,,,,,,
Mon coeur balance,Daouda,0.705,0.956,6,-5.792,1,0.158,0.788,5.79e-06,0.0927,0.813,115.015,343398,4
Let's Fall In Love This Christmas,John Berry,0.679,0.549,2,-7.81,1,0.0243,0.512,4.09e-06,0.29,0.328,126.464,239213,4
Shake It Up (Album Version),Boney James And Rick Braun,,,,,,,,,,,,,
Andante Cantabile (String Quartet No 1 In D Major,Academy/Marriner,,,,,,,,,,,,,
Herb Philbrick - Counter Spy ( LP Version ),Bob Newhart,,,,,,,,,,,,,
D Solo,Ace Da Vinci,,,,,,,,,,,,,
Ive Got Confidence,Andrae Crouch,,,,,,,,,,,,,
Passo De Anjo,Spok Frevo Orquestra,,,,,,,,,,,,,
Shadrach,Beastie Boys,0.887,0.711,11,-11.716,1,0.226,0.0528,0.000709,0.0863,0.803,100.636,248173,4
We Meet at Last,Liquid Stranger,,,,,,,,,,,,,
The Song From Moulin Rouge,Percy Faith And His Orchestra,,,,,,,,,,,,,
Lust (1995 Digital Remaster),Bas-Sheva,,,,,,,,,,,,,
Galopar,Hélio Ziskind,0.719,0.424,7,-13.227,1,0.0736,0.778,1.02e-05,0.121,0.363,94.001,140597,4
Bishop Hopping,Phantomsmasher,0.171,0.944,3,-5.856,1,0.352,0.0789,0.278,0.297,0.129,83.98,382147,4
Canción del Arco Iris,Arco Iris,,,,,,,,,,,,,
Belina,Paulo Flores,,,,,,,,,,,,,
Falling Leaves,Grandpa Jones,0.614,0.317,9,-9.105,1,0.0286,0.726,0,0.172,0.75,124.77,155333,4
Y'all Can't Never Hurt Us (Clean Version),Philly's Most Wanted,,,,,,,,,,,,,
Do Ya Thing (Remix) (Explicit Album Version),Cam'Ron,,,,,,,,,,,,,
I Am Going (Album Version),Randy Travis,,,,,,,,,,,,,
Morpha Too [Alternate Mix],Big Star,,,,,,,,,,,,,
The Jumping Master,Mikey Dread,0.796,0.734,8,-6.84,1,0.206,0.00678,0.00122,0.155,0.84,143.647,309827,4
Ai De Ka Luo Li,Michelle & Vickie,,,,,,,,,,,,,
Kids Now,George Lopez,,,,,,,,,,,,,
Night of the Hunter (Static Revenger Remix),30 Seconds To Mars,,,,,,,,,,,,,
"""""""Because You Loved Me (Theme from """"""""Up Close and Personal"""""""")""""""",Céline Dion,,,,,,,,,,,,,
The Golden Sea,Danny Davis & The Boys,0.512,0.617,2,-10.212,1,0.0282,0.0725,0.271,0.24,0.766,132.768,169200,4
Still Waters,Chris Jagger,0.376,0.221,7,-17.618,1,0.0271,0.529,0.475,0.11,0.0608,98.395,248840,4
Tibetan Turquoise (World),R. Carlos Nakai,,,,,,,,,,,,,
The Captain,The Knife,0.35,0.364,4,-10.984,0,0.0313,0.215,0.724,0.0795,0.0336,105.005,368840,4
Cumayon,Jimmy McGriff,0.44,0.688,8,-8.62,1,0.0327,0.0953,2.39e-05,0.353,0.645,95.847,210333,4
Tha Mino Pia Sto Parelthon (2005 Digital Remaster),Dakis,,,,,,,,,,,,,
My Little Girl,The Jeff Healey Band,0.489,0.933,9,-6.665,0,0.0749,0.183,2.47e-05,0.24,0.687,127.682,191027,4
Better Love Next Time Part 2,Jimmy Witherspoon,,,,,,,,,,,,,
Mean Machine (Remastered LP Version),Sugar Ray,,,,,,,,,,,,,
Superfly (Single Mix Version),Curtis Mayfield,,,,,,,,,,,,,
Ship in a Painting,Gabriel Yared,,,,,,,,,,,,,
Don't Say Goodbye (Album Version),REX ALLEN JR.,,,,,,,,,,,,,
Get it Right,A-FS,,,,,,,,,,,,,
A Man Holdin' On (To A Woman Lettin' Go),Ty Herndon,,,,,,,,,,,,,
Best Friends,Kieran,0.622,0.505,8,-5.177,0,0.0303,0.242,0,0.134,0.397,131.379,220000,4
Dodo's Bounce,James Carter,0.671,0.192,3,-17.581,0,0.167,0.391,0.549,0.0955,0.596,136.245,365973,4
Revolution Action,Atari Teenage Riot,0.262,0.991,9,-5.965,0,0.207,0.0519,0.0323,0.376,0.0382,100.38,249480,4
Free Africa,Mighty Diamonds,0.618,0.59,8,-9.188,1,0.0385,0.00615,1.15e-06,0.169,0.722,170.189,256707,4
Noche Eterna,Beto y sus Canarios,,,,,,,,,,,,,
The Date ( LP Version ),Scott Weiland,,,,,,,,,,,,,
Killer Barracuda,Kris Kristofferson,0.548,0.234,0,-17.215,0,0.0349,0.35,0.000724,0.111,0.424,137.867,183000,4
Skate alone,X-tv,,,,,,,,,,,,,
Babylon 5,The London Theatre Orchestra,0.0908,0.262,5,-8.958,0,0.0325,0.622,0.947,0.0794,0.323,212.415,78947,5
Up Jumped The Devil,"""""""Clarence """"""""Gatemouth"""""""" Brown""""""",,,,,,,,,,,,,
The Hardway,DJ Isaac,0.813,0.973,10,-6.3,0,0.102,0.247,0.915,0.064,0.284,172.125,274307,4
Take Me Fishin',Tracy Byrd,0.581,0.276,9,-9.417,1,0.034,0.738,0,0.227,0.232,137.412,195307,4
Frente A Tu Altar,Gran Coquivacoa,0.747,0.884,11,-7.936,0,0.191,0.742,0,0.236,0.918,162.633,185075,1
L'Appart,Patrick Bruel,,,,,,,,,,,,,
The Coming Of The King,Brian Free & Assurance,0.685,0.893,3,-4.299,1,0.0589,0.17,0,0.258,0.75,107.935,207040,4
If You Don't Somebody Else Will,Carl Smith,0.691,0.64,1,-12.491,0,0.0421,0.736,0.506,0.0824,0.907,109.4,107627,4
Give It To Me,Grayson Capps,,,,,,,,,,,,,
She (1997 Digital Remaster),The Misfits,,,,,,,,,,,,,
Nevermind_ It's An Interview,Nirvana,,,,,,,,,,,,,
Poesía De Amor,Café Quijano,,,,,,,,,,,,,
Seventeen,Sex Pistols,0.347,0.922,9,-6.523,1,0.0487,0.0667,0.635,0.181,0.532,144.004,122707,4
Everything I Do,Knack,,,,,,,,,,,,,
The Doug McComb Over,A Tundra,0.414,0.65,2,-9.9,1,0.0676,0.00798,0.0227,0.0778,0.311,127.106,271320,4
Dang Pyar Da ,Naseebo Lal,,,,,,,,,,,,,
June 26th_ 1999 - Slight,Deep Puddle Dynamics,,,,,,,,,,,,,
Micael,Juana Molina,0.512,0.522,7,-11.499,0,0.0278,0.778,0.461,0.0997,0.254,123.074,183653,4
Serus,Workhorse,0.369,0.817,0,-6.447,1,0.0403,4.39e-05,0.0227,0.307,0.274,123.352,349613,4
Green Grows the Laurel,The Irish Rovers,0.515,0.538,7,-10.549,1,0.093,0.598,0,0.245,0.365,82.203,240333,3
Take Your Fingers From My Hair  (LP Version),Zebra,,,,,,,,,,,,,
Borgia Liquor,Jerry Lewis,,,,,,,,,,,,,
Gin House Blues,Bessie Smith,,,,,,,,,,,,,
The Healer,Death SS,0.508,0.728,3,-7.088,0,0.0315,0.000653,0.000916,0.221,0.249,101.988,258482,4
Intro,Lou Reed,,,,,,,,,,,,,
Yo Te Camelo,Los Rumberos Catalanes,0.551,0.634,3,-16.366,1,0.26,0.247,0.000591,0.0853,0.84,80.798,140200,4
Duo Liu Yi Hui,Daniel Chan,,,,,,,,,,,,,
